Statement,Label,Party_Affiliation,Subjects
"Some 20,000 Delphi salaried retirees lost up to 70 percent of their pensions as a result of political favoritism and backroom deals.",TRUE,republican,"foreign-policy,nuclear"
Florida Democrats put my Social Security number and my wifes Employment Identification Number in a mail piece.,TRUE,republican,"environment,government-regulation"
Says new EPA water regulations would force the state to make drainage canals every bit as clean as pristine Florida river systems.,TRUE,none,"pensions,state-budget"
"Sharron Angle supported ""a Scientology plan to give massages to prisoners.""",TRUE,none,"foreign-policy,history,pundits,religion,terrorism"
"During eight years under Ronald Reagan, African-American median income rose by about $5,000.",FALSE,republican,"crime,pundits"
The largest enterprise in the world is the federal government of the United States of America,TRUE,republican,jobs
Says Oregon ranks 30th in the nation with regard to its incarceration rate.,TRUE,democrat,campaign-finance
"After 30 years of inaction, we raised fuel standards so that by the middle of the next decade, cars and trucks will go twice as far on a gallon of gas.",TRUE,columnist,"children,diversity,education"
Says Jeb Bush has released 10 percent of his emails.,FALSE,republican,"foreign-policy,nuclear"
More private-sector jobs were created in the first eight months of 2010 than in the eight years of the Bush administration.,TRUE,republican,"climate-change,corrections-and-updates,environment"
Creeping defense commitments in (the Middle East) and globally now consume over half the U.S. discretionary budget annually.,TRUE,none,"congress,debt,economy"
"Karen Handel would have felt like it was OK to go in and abort Sarah Palins son Trig, who has Down syndrome.",FALSE,republican,debt
The U.S. Census believes that by 2030 the majority of Americans will use Spanish as their first language.,FALSE,none,"federal-budget,health-care,veterans"
"As the CEO of HP, Carly Fiorina laid off 30,000 workers.",TRUE,republican,health-care
Politicians and their corporate lobbyists are trying to take away my right to spend my paycheck how I want.,FALSE,republican,federal-budget
"91 percent of Latinos support the DREAM Act, which allows undocumented youth to attend college, but Marco Rubio opposes it.",TRUE,republican,"economy,education,jobs"
I remember landing under sniper fire.,FALSE,republican,education
Says Mahmoud Ahmadinejad said that if he has a nuclear weapon he will use it to wipe Israel off the face of the earth. He will use it against the United States of America.,FALSE,republican,"environment,water"
Bill McCollum on the Arizona immigration law.,FALSE,republican,campaign-finance
There are no similar clips of Newt Gingrich talking about how ineffective President Bush was in trying to control North Korea.,FALSE,democrat,health-care
Says Rick Perry is the guy that tracked down Democratic legislators who fled Texas in 2003.,FALSE,none,"education,public-safety"
Rhode Islands graduated driving license has saved hundreds of lives.,FALSE,republican,history
"Eighty-five percent of Floridians who will benefit from expanding Medicaid are single, childless adults.",FALSE,republican,"economy,job-accomplishments,jobs,new-hampshire-2012,state-finances,states,taxes"
The Wisconsin unemployment rate was higher than the U.S. rate during only three months when Mary Burke was state commerce secretary.,FALSE,republican,"history,pundits"
Georgia lawmakers fuel up for the session by feasting on wild hogs.,TRUE,republican,taxes
Switzerland (where the government) issues every household a gun . . . has the lowest gun related crime rate of any civilized country in the world!!!,FALSE,democrat,health-care
Says Will Rasmussen falsely claimed he had lived in the West Linn district for about a year.,TRUE,republican,health-care
Ninety-five percent of all the wages in Texas are above minimum wage.,TRUE,columnist,"economy,financial-regulation,health-care,pundits"
We dont have a (military) reserve force if something happens.,FALSE,democrat,"education,state-finances,taxes,transportation"
Georgias illegal-immigration legislation simply follows existing federal law.,TRUE,republican,"corporations,economy,financial-regulation,pensions,unions"
"Saystheres 400,000 anchor babies born in the United States a year, which areindividuals coming to our country and having their children so their children can be U.S. citizens.",FALSE,republican,campaign-advertising
Wisconsin Gov. Scott Walkers budget okays disposing of unclaimed pound dogs to university research facilities.,FALSE,none,"environment,water"
"Before the HOPE scholarship, 70 percent of the high school students who made 1400 or above on their SAT left the state of Georgia. Now, 70 percent of those stay in the state of Georgia.",FALSE,democrat,"crime,message-machine,religion"
No Democratic campaign for (Fla.) governor has ever had these kinds of resources this early on in an election cycle.,TRUE,republican,"corrections-and-updates,economy"
Says Hillary Clinton has spoken such lies about my foreign policy. They said I want Japan to get nuclear weapons. Give me a break.,FALSE,democrat,"china,corporations,federal-budget,public-service,workers"
The error rates for the Fulton County elections department are well below the average.,FALSE,none,"crime,criminal-justice"
"Oregon concealed gun applications include home phone numbers, home address, Social Security numbers, what kinds of guns you have in the house whether you were dishonorably discharged from the military, what controlled substances you are taking and were you ever accused of -- accused, mind you -- of stalking.",TRUE,democrat,"energy,environment"
"When I become the nominee, the Democratic nominee, I will be the only pro-choice candidate on the ballot.",TRUE,democrat,transparency
"While the smoking rate nationally has fallen, more than 18 percent of Georgians still light up.",TRUE,democrat,"economy,history,job-accomplishments"
"While 38 percent of (firearms) dealers that were inspected in 2011 were noncompliant with federal law, only 0.05 percent of inspected dealers had their licenses revoked.",TRUE,democrat,"federal-budget,military"
"John McCain's tax plan will give no reduction ""for 100-million American families.""",TRUE,none,abortion
I think [a little] less than half of the people in our prisons are in there for less than a year. ... We have people who are check kiters and dont pay child support and we are locking them up in the state pen.,TRUE,none,"census,immigration,pop-culture"
"Rob Portmans plan to tax, slash and privatize Social Security would devastate Ohioans.",FALSE,democrat,"candidates-biography,corporations,job-accomplishments,message-machine,workers"
The founders advised non-interventionism.,TRUE,none,unions
The state constitution clearly says theres not to be a state income tax in Tennessee.,FALSE,none,"education,immigration,message-machine-2012"
The Bush administration prosecuted 190 suspected terrorists in federal courts.,FALSE,democrat,foreign-policy
Quarterbacks won the (Super Bowl) MVP more than 50 percent of the time.,TRUE,republican,"foreign-policy,israel,nuclear"
This is the slowest job recovery since Hoover.,FALSE,republican,immigration
Says Mitt Romney flip-flopped on abortion.,TRUE,none,"foreign-policy,pundits"
"In the past, President Obama has refused to meet with representatives from Cuban exile organizations.",FALSE,none,"bipartisanship,candidates-biography,elections,pundits,redistricting"
We buy 35 percent of all Chinese exports.,TRUE,democrat,"children,crime,public-safety,market-regulation"
53 percent of Americans cut back on their health care in the last year because of costs.,TRUE,republican,"health-care,medicaid"
Says his transportation plan would make Virginia the first state in the nation to eliminate the state tax on gasoline.,TRUE,democrat,"candidates-biography,economy,jobs,states"
Wisconsin now ranks among the top 10 states for out-migration.,FALSE,none,agriculture
Weve outdrawn the Super Bowl for a little while now in the arenas and stadiums that weve followed them in for the Super Bowl. Weve gone in after [the NFL] and surpassed their ticket sales.,TRUE,none,"crime,government-regulation,guns,military,market-regulation"
Wisconsin women are paid 81 cents to the dollar of a man doing the same job.,FALSE,republican,"candidates-biography,ethics"
Says the states pension and health benefits reform includes the destruction of public sector collective bargaining rights.,TRUE,republican,"economy,workers"
Says Paul Workman authored legislation providing amnesty for illegal immigrants.,TRUE,none,"immigration,military"
Steve Santarsiero wrote PAs Gun Safety Law.,FALSE,republican,immigration
Says Common Core is a federal mandate.,FALSE,republican,immigration
Milwaukees police chief can fire officers for basically no cause.,FALSE,none,state-budget
60 percent of Texas 8th graders are not proficient in math. Only 26% have a teacher with a undergraduate major in math.,TRUE,republican,education
Ten retired nuns were barred from voting in the 2008 Indiana Democratic primary.,TRUE,democrat,florida
Goodwill Industries International pays workers with disabilities wages as low as pennies per hour.,TRUE,republican,"foreign-policy,nuclear"
"John McCain ""voted against the tax cuts of 2001 and 2003, wrongly claiming they helped only the rich.""",TRUE,democrat,elections
"In Virginia, people are going and getting marriage licenses who are 12 and 13, and 14 and 15 years old.",TRUE,republican,"guns,privacy"
Republican ideas on health care dont give people an option to even enroll in something that they can afford.,TRUE,democrat,abortion
You cant build a Christian church in Saudi Arabia.,TRUE,none,public-health
"The Congressional Budget Office -- supposedly non-partisan -- estimates that in just a few years the average cost to every family of four (from cap and trade) will be $6,800 per year.",FALSE,democrat,"guns,market-regulation"
"The federal government is spending $46,000 a year per family (or group of four) and could balance its budget by dropping that to $30,000.",TRUE,democrat,taxes
The Pentagon made up the since-debunked heroics of POW Jessica Lynch as she tried to avoid capture in Iraq.,FALSE,republican,"criminal-justice,state-budget"
(Romney's) record was that he raised taxes by $730-million.,TRUE,democrat,"bush-administration,economy,trade"
The U.S. military footprint in Africa is nearly nonexistent.,TRUE,republican,foreign-policy
On campaign donations from Texas Capitol lobbyists.,TRUE,republican,"legal-issues,taxes"
"In just a few decades, Social Security, Medicare and Medicaid, other mandatory spending programs, and paying interest due on the debt will eclipse our entire budget.",TRUE,democrat,"homeland-security,legal-issues,military,terrorism"
There are only about 10 people in the United States Senate who have any real business experience.,TRUE,none,sports
Senator Jeff Plale saved my job -- and some 300 others at Bucyrus International.,FALSE,republican,"economy,history,jobs"
95 percent of the worlds customers are beyond our shores.,TRUE,republican,"abortion,message-machine-2012"
Says he is the reason we do not pay a toll every time we pass over the bridge at MoPac and William Cannon.,FALSE,republican,foreign-policy
Says he restored prayer and the pledge in our schools.,TRUE,democrat,trade
"Barack Obama is ""the only candidate who doesn't take a dime from oil company PACs or lobbyists.""",TRUE,democrat,health-care
SaysPatrick Murphys Pay More energy agenda means you could pay another $500 a year for your utility bills!,FALSE,republican,"taxes,transportation"
Paul Ryan is one of less than a dozen Republican congressmen to have voted for every bailout to come before Congress.,FALSE,democrat,"economy,jobs,population"
Says 50 million people would lose their health insurance if Obamacare is repealed.,FALSE,none,"pop-culture,sports"
Virginia Democrats recently enforced voter ID rules that were considerably more stringent than those contained in the state law they denounce.,TRUE,democrat,"economy,labor,legal-issues,women"
"Under Donald Trumps tax plan, the top 0.1 percent of taxpayers -- people earning multiple millions of dollars a year, on average -- would get more tax relief than the bottom 60 percent of taxpayers combined.",TRUE,democrat,"health-care,retirement,state-budget"
Federal money for Medicaid expansion is guaranteed for a few years and then goes away.,FALSE,republican,immigration
"Barack Obama will ""raise Social Security taxes.""",TRUE,democrat,guns
Obesity kills 34 children per hour.,FALSE,republican,"children,education,federal-budget,states"
Sherrod Brown sent billions of our tax dollars to foreign countries.,FALSE,republican,"city-government,state-budget"
Says PolitiFact listed Governor Scott Walker of Wisconsin as the Governor who told the most lies and our own untruthful Governor Chris Christie made it into Politifacts top five of Lie - en Governors.,FALSE,republican,education
On whether President Obamas speeches to school children spread socialist ideology.,FALSE,democrat,elections
The number of jobs created and people lifted out of poverty during Bill Clintons presidency was a hundred times what it was under President Ronald Reagan.,FALSE,organization,"disability,income,jobs,workers"
"Already, the mayor of Green Bay is having ribbon-cutting after ribbon-cutting for economic development around the new VA center.",FALSE,republican,"candidates-biography,message-machine,taxes"
"(Bill) McCollum also voted for numerous amendments to weaken the legislation, even voting to make trains less accessible to those in wheelchairs.",TRUE,republican,"children,marriage"
"People want the minimum wage, they want marriage equality, they want womens health care. Theres issues that actually that really do matter, social issues that matter to the people of this state. So I know Barbara would support those issues, I know the governor hasnt. Youve seen the actions hes taken on them.",TRUE,democrat,health-care
Dubious taxpayer-funded stimulus spending -- Part II.,FALSE,none,"islam,religion"
"Phil Puckett voted no on sending the EPA a message that theyve gone too far not once, but twice.",FALSE,none,"cap-and-trade,climate-change,energy,environment"
"A recent study revealed that, across the nation, taxes would have to be increased by an average of $1,300 a year just to support the currently unsustainable public employee pension systems. In Florida, that dollar figure translates to $813 a year.",TRUE,republican,federal-budget
"Obama voted to raise taxes on people making just $42,000.",FALSE,none,"iraq,military"
AIG has fully repaid the federal government plus a profit of more than $22 billion.,TRUE,republican,taxes
The financial regulatory bill will kill jobs.,FALSE,democrat,"foreign-policy,military"
"Says McCain once said that on ""the most important issues of our day, I've been totally in agreement and support of President Bush.""",TRUE,republican,campaign-finance
Says Barack Obama said when he was running for office four years ago that he would halve the annual deficit by the end of his first term. That simply has not happened.,TRUE,democrat,"federal-budget,medicaid,medicare,social-security"
"Says if we raise the number of third-graders who read at a third-grade level, we affect everything, from graduation rates to incarceration rates.",TRUE,republican,"congress,job-accomplishments"
"The 2016 federal omnibus spending bill funds illegal immigrants coming in and through your border, right through Phoenix.",FALSE,none,"job-accomplishments,message-machine,trade"
Says Measures 82 and 83 authorize just one more casino.,TRUE,democrat,"economy,trade"
"Says as of November, we were ranked 45th in the nation in terms of job creation, according to the U.S. Bureau of Labor Statistics.",FALSE,republican,transportation
John Kitzhaber is the only pro-choice candidate in the race for governor.,FALSE,republican,"education,job-accomplishments,religion"
"When it comes to aid, ""the United States is still about half as what European countries give as a percentage.""",TRUE,democrat,energy
"You dont see Norway losing population, and its taxes are astronomical.",TRUE,none,"energy,environment"
Says marijuana use among Colorado high school students has not increased since legalization.,TRUE,republican,"corporations,economy,federal-budget,financial-regulation,housing,transportation"
Expanding Medicaid would create 63k jobs.,TRUE,democrat,"debates,health-care"
Manufacturing wages today in America on a per-hour basis are actually a bit lower than average wages in the economy as a whole.,TRUE,republican,elections
Florida is considered the fourth-largest gambling state in the nation.,TRUE,democrat,"income,taxes,wealth"
"Georgia public sector employees do not have a say in the conditions of their employment, do not have bargaining rights or a say in their working conditions.",FALSE,republican,"federal-budget,medicaid"
Says that Secretary of State Jon Husted and former secretary Jennifer Brunner both have supported a provision in Senate Bill 47 that would limit the days organizers have to collect signatures for initiative and referendum petitions.,TRUE,republican,social-security
Ken Cuccinelli tried to shut down state government.,FALSE,republican,"children,health-care,public-health"
"When Mitt Romney was governor, Massachusetts ... (had) more debt per person than any other state in the country.",TRUE,republican,"congress,federal-budget,foreign-policy,message-machine-2012,stimulus"
"Says that as Massachusetts governor, Mitt Romney condemned coal-fired plants, saying they kill people.",TRUE,democrat,candidates-biography
College tuition rates in Texas jumped by 55% since 2003.,TRUE,republican,education
Several elected state officials have opened their homes to children in need of loving families.,TRUE,democrat,"economy,history,jobs,poverty"
Rhode Island is one of only six states to use E-Verify.,FALSE,democrat,"job-accomplishments,veterans"
"We know from ... the federal data, that they only stop or apprehend one out of four illegal people crossing our border.",FALSE,democrat,disability
John McCain has given erratic and inconsistent answers on when troops should return from Iraq.,FALSE,democrat,"gays-and-lesbians,health-care,marriage,state-budget,state-finances,women,workers"
Says he signed legislation leading to 12 Texas abortion clinics being closed.,FALSE,organization,"economy,federal-budget,government-efficiency,state-finances,stimulus"
It is Hillary Clintons agenda to release the violent criminals from jail. She wants them all released.,FALSE,republican,"energy,environment,government-regulation"
"Youve got each day 10,000 new seniors, baby boomers, becoming eligible for the entitlement programs.",TRUE,republican,"retirement,state-budget,state-finances"
"Says economists Harvey Rosen and Martin Feldstein have said that paying for (Mitt) Romneys tax cuts would require large tax increases on families making between $100,000 and $200,000.",FALSE,republican,taxes
Says Mitt Romney put Planned Parenthood on a state medical board but failed to put a pro-life group on the same board.,TRUE,none,"corporations,federal-budget,financial-regulation"
Three courts have found the new health care law constitutional and two have found it unconstitutional.,TRUE,republican,"economy,financial-regulation,market-regulation"
"Housing prices dropped for the 30 months prior to Barack Obama taking office, and they have stabilized, theyve been about flat since the president came in.",TRUE,democrat,bush-administration
"You cant bring an iPad or a piece of paper and a pencil in the (Wisconsin Assembly) gallery to take notes of whats going on, but you can bring a gun up there.",TRUE,republican,"deficit,federal-budget"
"Passage of Clinton budget bill in 1993 ""led to an enormous flowering of the economy in America.""",TRUE,democrat,education
Says he tore down hundreds of abandoned homes that served as havens for crime and reduce(d) the value of our neighborhoods.,TRUE,republican,immigration
Compact fluorescent light bulbs are toxic and not environmentally friendly.,TRUE,organization,"gambling,message-machine-2012"
"The proposed mine in northern Wisconsin would be built without any government oversight, and will be nine miles long.",FALSE,democrat,jobs
Says car insurance rates have decreased since about a decade ago because of market-based solutions that attracted more auto insurers to New Jersey.,TRUE,none,abortion
"At the moment, energy companies spend 0.25 percent on RD.",TRUE,none,"foreign-policy,pop-culture"
"Ohio is probably top five in the country, sadly, in terms of heroin overdoses. Its now exceeded car accidents as the No. 1 cause of death in Ohio.",TRUE,activist,taxes
The U.S. military is in 130 countries. We have 900 bases around the world.,TRUE,none,marijuana
The Russians didnt wear uniforms when they came in to Ukraine.,TRUE,democrat,"health-care,medicaid,poverty"
"Says that illegal immigrants get a $100,000 break on University of Texas tuition over four years.",TRUE,democrat,"economy,jobs,poverty"
Rick Perry doesnt think there should be a federal minimum wage.,TRUE,republican,gambling
"Since I took office, Wisconsin ranks 11th in the nation in total business establishment growth compared to 47th in the years Mary Burke was Commerce secretary.",TRUE,none,"unions,workers"
It is truethat we know that ISIS is present in Ciudad Juarez (Mexico),FALSE,republican,elections
The home-mortgage deduction is widely thought to be a middle-class benefit. Its not -- 73 percent of it goes to people making a quarter-million dollars or more a year.,TRUE,democrat,"bipartisanship,state-budget"
A real result of his term is Georgia having the lowest taxes per capita of any state.,FALSE,democrat,"deficit,history,state-finances,states"
Most of the black scientists in this country dont come from schools like the University of Texas. They come from lesser schools.,TRUE,democrat,"economy,energy,environment"
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,TRUE,none,"education,state-budget,state-finances"
Even high estimates for an early draft of the health care plan are less than the $1.8 trillion cost of the Bush tax cuts.,TRUE,republican,children
"Bill McCollum ""cost the rest of us billions"" as a member of Congress, including a national debt that ""skyrocketed"" to $4.7 trillion.",TRUE,democrat,immigration
The White House had a live video feed of the Benghazi attacks as they occurred.,FALSE,republican,immigration
Says a Pro-Stimulus economist admits it is not working,FALSE,none,iraq
"Says Donald Trump was asked if he would defend our allies. He said well, first hed want to know if they made any payments to us to defend them.",TRUE,republican,"abortion,state-budget,state-finances"
"In 2008, tourism brought in $38 billion dollars and supported more than 300,000 jobs in the state of New Jersey.",TRUE,republican,"crime,criminal-justice,legal-issues"
Florida is 49th in per capita spending on mental health care.,TRUE,republican,"medicare,social-security"
Says President Barack Obama has been presiding over our jobs going overseas for seven years.,FALSE,democrat,taxes
The oceans have become 30 percent more acidic.,TRUE,republican,"abortion,message-machine-2012"
"The book Little Red Riding Hood is something thats been banned in America, but not assault weapons.",FALSE,newsmaker,"health-care,legal-issues"
Thomas Jefferson created the Marines for the Islamic pirates that were happening.,TRUE,democrat,"economy,housing"
The nations food supply is 99.99 percent safe.,FALSE,democrat,"guns,states,technology,transparency"
"150,000 (oil spill) claims have been filed by Floridians, but only 40 percent of them have been paid.",TRUE,democrat,"economy,federal-budget,history,taxes,abc-news-week"
"In Rhode Island today, 25 percent of our households either dont have a bank account at all, or they have a bank account and theyre still relying on high-cost financial services like payday loans, pawn shop check cashing and so on.",TRUE,democrat,"criminal-justice,urban"
Our whole food system in this country...most of it is genetically engineered. And (there is) no testing for the health consequences of this food.,TRUE,none,"consumer-safety,energy,market-regulation"
"Despite what you may have heard about Wisconsins finances, Wisconsin is on track to have a budget surplus this year.",FALSE,none,"economy,environment,jobs"
Weve saved over $100 million of (health care) costs in Milwaukee County. I did that.,TRUE,republican,transportation
"Says that from 1992 through 2010, every statewide candidate drawing over 43 percent of the vote in a Republican Texas primary won the resulting runoff.",TRUE,none,"corporations,energy,oil-spill,pundits,science,technology"
Says members of the military have sent him more campaign contributions than theyve sent President Barack Obama and more than twice what theyve sent other Republican presidential candidates.,TRUE,republican,"drugs,health-care"
Congressman Robert Hurt has a plan to cut education by 40 percent.,FALSE,republican,"federal-budget,foreign-policy,military"
To say a family has to buy a product from a private company is clearly beyond the delegated powers of the U.S. Constitution.,TRUE,none,"foreign-policy,military"
The federal health care law raises taxes and cuts Medicare.,TRUE,republican,"education,state-budget,state-finances"
"The president has added close to 68,000 troops in the last year, since he came into office, not just the 30,000 you hear, but the others that were added before that.",TRUE,none,"economy,federal-budget,state-budget"
"I vetoed more than $3 billion in spending. Lawmakers and I cut taxes for 40,000 small businesses. Now Texas is No. 1 in job creation. The nations five best housing markets are right here in Texas. We balanced five state budgets and we cut state spending.",TRUE,republican,"economy,job-accomplishments,small-business"
Says President Barack Obama has not raised taxes.,FALSE,republican,"homeland-security,immigration,iraq,terrorism"
SaysDonald Trump called pregnant employees an inconvenience.,TRUE,republican,"housing,income,taxes"
"Every month, we get the reports from the Bureau of Labor Statistics that say even more people have given up looking for work.",FALSE,republican,taxes
McCain opposes repeal of the death tax.,TRUE,none,education
Says signs posted at projects funded by the federal stimulus act has cost 20 or 40 million dollars.,TRUE,democrat,taxes
"Amid the crisis at our southern border, there are reports of illegal migrants carrying deadly diseases such as Ebola virus.",FALSE,none,"economy,health-care,pundits,taxes"
"Says for the equivalent cost of a single mile of freeway, we have a bike infrastructure.",TRUE,democrat,candidates-biography
"If the debt ceiling is surpassed, our nation will not go into default as some suggest.",TRUE,republican,"crime,criminal-justice,foreign-policy,terrorism"
"While (Chris Christie) talks about job creation, we dont see jobs being created in this state.",FALSE,republican,"economy,stimulus"
Taking the Fifth Amendment in a deposition about the Columbia/HCA hospital chain he founded means a truthful answer to the questions that (Rick Scott) was asked would incriminate him.,TRUE,democrat,"foreign-policy,homeland-security,military"
We have more scientists and engineers per square mile than anywhere in the world.,TRUE,democrat,"jobs,tourism"
The Defense Department received only one-half of 1 percent of the nearly trillion-dollar stimulus package funding.,TRUE,independent,health-care
The (Wisconsin) governor has proposed tax giveaways to corporations.,TRUE,republican,"economy,foreign-policy,jobs,trade"
Bike lanes and sidewalks have been proven to reduce crashes by up to 38 percent on Austins streets.,FALSE,democrat,"animals,climate-change,economy,energy,environment,history,public-health,science,weather"
"Every illegal immigrant can be eligible for up to $36,000 to $38,000 in earned income tax credits without paying a dime in.",FALSE,none,"education,guns"
You look at defense were spending more than the rest of the world combined.,FALSE,none,"military,pundits"
The Navy is bringing charges against a Navy officer who shot at the Chattanooga shooter for illegally discharging a firearm on federal property.,FALSE,republican,food-safety
"Says when Mitt Romney was governor, Massachusetts was 47th in job creation",TRUE,democrat,oil-spill
The 12 hottest years on record have come in the last 15 years.,TRUE,democrat,"debt,economy,families,financial-regulation,income,poverty,wealth,workers"
Says Daniel Webster used taxpayer funds to build a lobbyist lounge.,FALSE,democrat,consumer-safety
"Says 97 cents of every dollar played represents over $500 million dollars that is returned to Oregonians every year to help support job creation, schools, state parks and watersheds.",FALSE,none,"labor,pundits,state-budget"
We got a million jobs.,TRUE,none,"health-care,job-accomplishments"
Says Wisconsin Supreme Court Justice David Prosser has prejudged matters that are likely to come before the court.,FALSE,republican,history
Says Hillary Clinton sent a memo to all State Department staff that said you should not do State Department business on personal email.,TRUE,republican,campaign-finance
Bill White has presided over the construction of what may be the worlds largest abortion clinic.,FALSE,democrat,"education,federal-budget,state-budget"
PolitiFact Oregon gave Rob Cornilles a Pants on Fire for a claim about taxes and fees.,FALSE,republican,health-care
"As governor, I cut $5 billion in spending.",TRUE,republican,"health-care,medicare,taxes"
One in three American women will have had an abortion by the time she reaches the age of 45.,TRUE,republican,"afghanistan,foreign-policy,military,abc-news-week"
"Ann Kuster turned a blind eye to those in need of funding by voting against funding for our nations veterans, low-income women and children, the FDA and the National Institutes of Health.",FALSE,republican,"economy,housing,job-accomplishments,state-budget"
One person has been fired at the Veterans Administration for withholding services.,FALSE,democrat,taxes
"Currently, almost 40 percent of people with HIV are not diagnosed until they already have developed AIDS. And that can be up to 10 years after they first are infected with HIV.",TRUE,democrat,economy
Obama has proposed a 1.4% pay increase for active duty military in 2011. This is THE LOWEST SINCE 1973 ... A LOWER PAY INCREASE THAN WELFARE RECIPIENTS!!!,FALSE,republican,"economy,health-care,jobs"
Trump refuses to denounce the KKK.,FALSE,republican,taxes
Says Barack Obama broke a decades-old policy of not negotiating with terrorists.,FALSE,republican,"deficit,federal-budget,stimulus"
"From 1960, the year I was born, until the time I became Governor in 2003, the average two-year increase in Minnesota state spending was 21 percent. we brought that down dramatically, to about 1.7 percent per year.",TRUE,republican,"ebola,health-care,immigration,public-health"
Corporate taxes will soon be the highest in the industrialized world.,TRUE,democrat,transportation
Lincoln was fervently making plans to send all freed slaves to the jungles of Central America once the (Civil War) was over. The only thing that kept this from happening was his assassination.,FALSE,republican,"economy,federal-budget"
"Semi-automatic weapons, whether pistol or rifle, were designed for use by the military on the battlefield.",FALSE,democrat,jobs
Herman Cain is a pro-choice candidate.,FALSE,democrat,"health-care,legal-issues,message-machine"
Subsidies for oil and gas companies make up 88 percent of all federal subsidies. Just cutting the oil and gas subsidies out would save the U.S. government $45 billion every year.,FALSE,none,"economy,jobs,science,workers"
"Says if elected, he would be the first Mayor who lives east of 82nd.",TRUE,republican,"military,stimulus"
Mitt Romney is the first Massachusetts politician to run for president and not win the New Hampshire primary in a generation.,TRUE,democrat,"corporations,pundits,taxes,abc-news-week"
"In the stimulus, ""$15 million dollars went to 'build a bigger, better airport' for the town of Ouzinkie, Alaska, population 165.""",TRUE,none,"city-government,corrections-and-updates,transportation"
You would receive a citation for taking a dildo to class at the University of Texas.,TRUE,talk-show-host,"immigration,taxes"
"For African-Americans between the ages of 17 and 20, the real unemployment rate is 51 percent.",TRUE,republican,"federal-budget,military,new-hampshire-2012"
Weve seen more manufacturing jobs created since Ive been president than anytime since the 1990s. Thats a fact.,TRUE,republican,"guns,military,terrorism"
President Obama has broken his pledge to the American people to be transparent throughout (health care reform negotiations).,TRUE,democrat,jobs
The Obama administration will give Pennsylvania $160 million to pay for health insurance plans that cover any legal abortion.,FALSE,democrat,environment
Abortion is the second-most conducted surgical procedure in this country.,FALSE,democrat,"message-machine-2012,taxes"
"In New Orleans, nearly100 percent of our kids are in charter schools.",TRUE,organization,"lottery,state-budget,state-finances"
The steel industry is producing as much steel in the United States as it ever was. Its just (that) it needs one-tenth of the workers that it used to.,FALSE,republican,"economy,job-accomplishments,jobs"
"If you want to see the jobs that Ive saved and created in this storm he helped create, go anywhere in Ohio.",TRUE,none,legal-issues
Austin is the largest city in the U.S. or Texas with no geographic representation on its city council.,TRUE,none,"ethics,transparency"
She stood by our National Guard and Reserve and kept standing till they received health care they deserved.,TRUE,republican,abortion
"Under Donald Trumps tax plan, 51 percent of single parents would see their taxes go up.",TRUE,democrat,"message-machine-2012,taxes,voting-record"
"In 40 years, 23,000 chemicals came on the market and only four were regulated.",FALSE,democrat,"job-accomplishments,message-machine-2012,state-budget,state-finances"
We have more coal reserves in the United States than they have oil reserves in Saudi Arabia.,TRUE,organization,abortion
"Over half of the people who would be taxed under (a millionaire surtax) are, in fact, small businesspeople.",FALSE,republican,"children,federal-budget,health-care,public-health,science,veterans,women"
Says Senate Minority Leader Mitch McConnell has blocked the Senate over 400 times.,TRUE,republican,veterans
Mental health provisions related to mass shootings got over 90 votes in the Senate.,TRUE,none,public-health
"Young women today in metropolitan areaswho are childless and single are out-earning childless, single young males.",TRUE,none,"military,workers"
Says Virginia saved $300 million by rebidding a Metrorail construction project to exclude guaranteed union contracts.,TRUE,organization,candidates-biography
"You worked hard for your money and you paid your taxes when you earned it. Now, (Indiana Republican congressional candidate) Todd Young wants to tax it again when you spend it.",TRUE,republican,"foreign-policy,iraq,terrorism"
"In terms of the wealthiest Americans, were at the lowest tax rate since the 1950s.",TRUE,republican,state-budget
No one thought we could get a bipartisan bill (Medicaid) passed. We did in the Florida Senate.,FALSE,republican,"corporations,taxes"
Were inches away from no longer having a free economy.,FALSE,none,"diversity,history"
Florida election officials requests to some residents to submit proof of citizenship is a backdoor poll tax.,TRUE,none,"crime,criminal-justice,government-regulation,guns,military,public-health,recreation,market-regulation"
"Romneycare covers abortion, illegal immigrants and has a public option. Obamacare does not.",FALSE,none,"abortion,message-machine-2012"
"Not a single Republican candidate, announced or potential, is clearly and consistently supporting a path to citizenship. Not one.",FALSE,none,"energy,federal-budget,oil-spill,pundits,taxes"
Obamacare carries on even under a government shutdown.,TRUE,democrat,elections
Atlanta Public Schools 2011 CRCT tests were given under the strictest security possible.,FALSE,democrat,"candidates-biography,elections,new-hampshire-2012"
Says Barack Obama promised gasoline at $2.50 a gallon.,FALSE,republican,stimulus
"Even after Syrian troops began to shoot protesters in the streets with live ammunition in 2011, Clinton labeled Bashar al-Assad a reformer.",TRUE,none,"education,guns,market-regulation"
"When I was Mayor of South Pasadena, we actually reduced the property taxes we collected.",FALSE,independent,"diversity,economy,jobs"
Says U.S. Rep. Paul Ryan attacked the president for the same amount of Medicare savings that (Ryan) had in his own budget.,TRUE,democrat,"economy,labor"
"Were losing almost 6,000 state jobs.",TRUE,democrat,"florida,health-care"
"About 40 percent of U.S. illegal immigrants came in on an airplane, with a legal visa, and just overstayed their visa and have never gone home.",TRUE,none,"abortion,health-care,states"
